Weight,Height,Index
0.6,0.8743718592964824,4
0.54375,0.949748743718593,2
0.6875,0.9296482412060302,4
0.65,0.9798994974874372,3
0.38125,0.7487437185929648,3
0.65,0.949748743718593,3
0.575,0.7386934673366834,5
0.69375,0.7738693467336684,5
0.5625,0.8743718592964824,3
0.64375,0.8492462311557789,4
0.50625,0.9798994974874372,2
0.5,0.7989949748743719,4
0.63125,0.964824120603015,3
0.31875,0.7788944723618091,2
0.49375,0.9597989949748744,2
0.66875,0.7688442211055276,5
0.6875,0.7889447236180904,5
0.80625,0.7035175879396985,5
0.90625,0.7236180904522613,5
0.86875,0.864321608040201,5
0.6875,0.7889447236180904,5
0.93125,0.7688442211055276,5
0.60625,0.8492462311557789,4
0.86875,0.9296482412060302,5
0.41875,0.864321608040201,2
0.4,0.7587939698492462,3
0.59375,0.9547738693467337,3
0.3875,0.9396984924623115,1
0.99375,0.8190954773869347,5
0.95,0.8994974874371859,5
0.75625,0.7688442211055276,5
0.325,0.8944723618090452,1
0.40625,0.9798994974874372,1
0.81875,0.8040201005025126,5
0.95625,0.7889447236180904,5
0.825,0.949748743718593,4
0.7125,0.9899497487437185,3
0.5,0.7236180904522613,4
0.95,0.8592964824120602,5
0.50625,0.9296482412060302,2
0.75,0.8793969849246231,4
0.675,0.7487437185929648,5
0.35,0.7889447236180904,2
0.7375,0.8090452261306532,5
0.7875,0.914572864321608,4
0.475,0.9296482412060302,2
0.7625,0.9447236180904522,4
0.69375,0.9095477386934674,4
0.45,0.8090452261306532,3
0.95,0.7035175879396985,5
0.84375,0.8442211055276382,5
0.3375,0.8844221105527639,1
0.6875,0.8190954773869347,5
0.65625,0.864321608040201,4
0.725,0.9849246231155779,4
0.55625,0.9396984924623115,3
0.575,0.864321608040201,4
0.79375,0.8944723618090452,5
0.4375,0.8241206030150754,3
0.55,0.7185929648241206,5
0.3375,0.9597989949748744,0
0.89375,0.7085427135678392,5
0.3375,0.9698492462311558,0
0.51875,0.9547738693467337,2
0.84375,0.8793969849246231,5
0.9875,0.8994974874371859,5
0.6,0.864321608040201,4
0.36875,0.8442211055276382,2
0.5125,0.8241206030150754,4
0.85,0.9748743718592965,4
0.31875,0.7688442211055276,2
0.73125,0.8944723618090452,4
0.5,0.7085427135678392,5
0.46875,0.9045226130653267,2
0.625,0.9296482412060302,3
0.9625,0.9899497487437185,4
