Height,Weight,Index
0.5762711864406782,0.41818181818181815,4
0.8305084745762712,0.33636363636363636,2
0.7627118644067798,0.5454545454545454,4
0.9322033898305087,0.4909090909090909,3
0.15254237288135597,0.10000000000000003,3
0.8305084745762712,0.4909090909090909,3
0.1186440677966103,0.3818181818181818,5
0.2372881355932206,0.5545454545454545,5
0.5762711864406782,0.3636363636363636,3
0.4915254237288136,0.48181818181818176,4
0.9322033898305087,0.2818181818181818,2
0.3220338983050848,0.27272727272727276,4
0.8813559322033901,0.46363636363636357,3
0.25423728813559343,0.009090909090909094,2
0.8644067796610169,0.2636363636363636,2
0.22033898305084776,0.5181818181818181,5
0.2881355932203391,0.5454545454545454,5
0.0,0.718181818181818,5
0.06779661016949179,0.8636363636363635,5
0.5423728813559321,0.8090909090909091,5
0.2881355932203391,0.5454545454545454,5
0.22033898305084776,0.8999999999999999,5
0.4915254237288136,0.4272727272727272,4
0.7627118644067798,0.8090909090909091,5
0.5423728813559321,0.15454545454545449,2
0.18644067796610164,0.12727272727272726,3
0.847457627118644,0.4090909090909091,3
0.7966101694915255,0.10909090909090907,1
0.38983050847457656,0.9909090909090907,5
0.6610169491525424,0.9272727272727272,5
0.22033898305084776,0.6454545454545453,5
0.6440677966101696,0.018181818181818188,1
0.9322033898305087,0.1363636363636363,1
0.3389830508474576,0.7363636363636363,5
0.2881355932203391,0.9363636363636363,5
0.8305084745762712,0.7454545454545454,4
0.9661016949152543,0.5818181818181818,3
0.06779661016949179,0.27272727272727276,4
0.5254237288135593,0.9272727272727272,5
0.7627118644067798,0.2818181818181818,2
0.593220338983051,0.6363636363636362,4
0.15254237288135597,0.5272727272727273,5
0.2881355932203391,0.05454545454545451,2
0.35593220338983045,0.6181818181818182,5
0.7118644067796609,0.6909090909090909,4
0.7627118644067798,0.2363636363636364,2
0.8135593220338984,0.6545454545454545,4
0.6949152542372881,0.5545454545454545,4
0.35593220338983045,0.2,3
0.0,0.9272727272727272,5
0.47457627118644075,0.7727272727272727,5
0.6101694915254239,0.036363636363636376,1
0.38983050847457656,0.5454545454545454,5
0.5423728813559321,0.49999999999999994,4
0.9491525423728815,0.5999999999999999,4
0.7966101694915255,0.35454545454545455,3
0.5423728813559321,0.3818181818181818,4
0.6440677966101696,0.7,5
0.4067796610169494,0.18181818181818182,3
0.05084745762711895,0.3454545454545454,5
0.8644067796610169,0.036363636363636376,0
0.016949152542372836,0.8454545454545455,5
0.898305084745763,0.036363636363636376,0
0.847457627118644,0.3,2
0.593220338983051,0.7727272727272727,5
0.6610169491525424,0.9818181818181817,5
0.5423728813559321,0.41818181818181815,4
0.47457627118644075,0.08181818181818185,2
0.4067796610169494,0.29090909090909084,4
0.9152542372881358,0.7818181818181817,4
0.22033898305084776,0.009090909090909094,2
0.6440677966101696,0.6090909090909089,4
0.016949152542372836,0.27272727272727276,5
0.6779661016949152,0.22727272727272724,2
0.7627118644067798,0.45454545454545453,3
0.9661016949152543,0.9454545454545453,4
0.42372881355932224,0.4909090909090909,4
0.47457627118644075,0.3636363636363636,4
0.6101694915254239,0.6545454545454545,4
0.6949152542372881,0.009090909090909094,0
0.4067796610169494,0.22727272727272724,3
0.4406779661016951,0.8181818181818181,5
0.847457627118644,0.49999999999999994,3
0.7796610169491527,0.6181818181818182,4
