Weight,Height,Index
0.41818181818181815,0.5762711864406782,4
0.33636363636363636,0.8305084745762712,2
0.5454545454545454,0.7627118644067798,4
0.4909090909090909,0.9322033898305087,3
0.10000000000000003,0.15254237288135597,3
0.4909090909090909,0.8305084745762712,3
0.3818181818181818,0.1186440677966103,5
0.5545454545454545,0.2372881355932206,5
0.3636363636363636,0.5762711864406782,3
0.48181818181818176,0.4915254237288136,4
0.2818181818181818,0.9322033898305087,2
0.27272727272727276,0.3220338983050848,4
0.46363636363636357,0.8813559322033901,3
0.009090909090909094,0.25423728813559343,2
0.2636363636363636,0.8644067796610169,2
0.5181818181818181,0.22033898305084776,5
0.5454545454545454,0.2881355932203391,5
0.718181818181818,0.0,5
0.8636363636363635,0.06779661016949179,5
0.8090909090909091,0.5423728813559321,5
0.5454545454545454,0.2881355932203391,5
0.8999999999999999,0.22033898305084776,5
0.4272727272727272,0.4915254237288136,4
0.8090909090909091,0.7627118644067798,5
0.15454545454545449,0.5423728813559321,2
0.12727272727272726,0.18644067796610164,3
0.4090909090909091,0.847457627118644,3
0.10909090909090907,0.7966101694915255,1
0.9909090909090907,0.38983050847457656,5
0.9272727272727272,0.6610169491525424,5
0.6454545454545453,0.22033898305084776,5
0.018181818181818188,0.6440677966101696,1
0.1363636363636363,0.9322033898305087,1
0.7363636363636363,0.3389830508474576,5
0.9363636363636363,0.2881355932203391,5
0.7454545454545454,0.8305084745762712,4
0.5818181818181818,0.9661016949152543,3
0.27272727272727276,0.06779661016949179,4
0.9272727272727272,0.5254237288135593,5
0.2818181818181818,0.7627118644067798,2
0.6363636363636362,0.593220338983051,4
0.5272727272727273,0.15254237288135597,5
0.05454545454545451,0.2881355932203391,2
0.6181818181818182,0.35593220338983045,5
0.6909090909090909,0.7118644067796609,4
0.2363636363636364,0.7627118644067798,2
0.6545454545454545,0.8135593220338984,4
0.5545454545454545,0.6949152542372881,4
0.2,0.35593220338983045,3
0.9272727272727272,0.0,5
0.7727272727272727,0.47457627118644075,5
0.036363636363636376,0.6101694915254239,1
0.5454545454545454,0.38983050847457656,5
0.49999999999999994,0.5423728813559321,4
0.5999999999999999,0.9491525423728815,4
0.35454545454545455,0.7966101694915255,3
0.3818181818181818,0.5423728813559321,4
0.7,0.6440677966101696,5
0.18181818181818182,0.4067796610169494,3
0.3454545454545454,0.05084745762711895,5
