Gender,Height,Index
1.0,0.8743718592964824,4
1.0,0.949748743718593,2
0.0,0.9296482412060302,4
0.0,0.9798994974874372,3
1.0,0.7487437185929648,3
1.0,0.949748743718593,3
1.0,0.7386934673366834,5
1.0,0.7738693467336684,5
1.0,0.8743718592964824,3
0.0,0.8492462311557789,4
1.0,0.9798994974874372,2
0.0,0.7989949748743719,4
0.0,0.964824120603015,3
1.0,0.7788944723618091,2
1.0,0.9597989949748744,2
0.0,0.7688442211055276,5
0.0,0.7889447236180904,5
1.0,0.7035175879396985,5
1.0,0.7236180904522613,5
1.0,0.864321608040201,5
1.0,0.7889447236180904,5
0.0,0.7688442211055276,5
0.0,0.8492462311557789,4
1.0,0.9296482412060302,5
0.0,0.864321608040201,2
0.0,0.7587939698492462,3
1.0,0.9547738693467337,3
1.0,0.9396984924623115,1
0.0,0.8190954773869347,5
1.0,0.8994974874371859,5
1.0,0.7688442211055276,5
1.0,0.8944723618090452,1
0.0,0.9798994974874372,1
0.0,0.8040201005025126,5
0.0,0.7889447236180904,5
0.0,0.949748743718593,4
0.0,0.9899497487437185,3
1.0,0.7236180904522613,4
0.0,0.8592964824120602,5
0.0,0.9296482412060302,2
0.0,0.8793969849246231,4
0.0,0.7487437185929648,5
1.0,0.7889447236180904,2
1.0,0.8090452261306532,5
0.0,0.914572864321608,4
1.0,0.9296482412060302,2
0.0,0.9447236180904522,4
1.0,0.9095477386934674,4
1.0,0.8090452261306532,3
1.0,0.7035175879396985,5
0.0,0.8442211055276382,5
0.0,0.8844221105527639,1
1.0,0.8190954773869347,5
1.0,0.864321608040201,4
1.0,0.9849246231155779,4
0.0,0.9396984924623115,3
1.0,0.864321608040201,4
1.0,0.8944723618090452,5
0.0,0.8241206030150754,3
1.0,0.7185929648241206,5
0.0,0.9597989949748744,0
0.0,0.7085427135678392,5
1.0,0.9698492462311558,0
1.0,0.9547738693467337,2
1.0,0.8793969849246231,5
0.0,0.8994974874371859,5
0.0,0.864321608040201,4
0.0,0.8442211055276382,2
0.0,0.8241206030150754,4
0.0,0.9748743718592965,4
0.0,0.7688442211055276,2
1.0,0.8944723618090452,4
1.0,0.7085427135678392,5
1.0,0.9045226130653267,2
0.0,0.9296482412060302,3
0.0,0.9899497487437185,4
1.0,0.8291457286432161,4
0.0,0.8442211055276382,4
0.0,0.8844221105527639,4
1.0,0.9095477386934674,0
1.0,0.8241206030150754,3
0.0,0.8341708542713567,5
0.0,0.9547738693467337,3
1.0,0.9346733668341709,4
1.0,0.8442211055276382,5
1.0,0.9949748743718593,0
0.0,0.8793969849246231,5
1.0,0.7286432160804021,5
0.0,0.7989949748743719,5
0.0,0.9296482412060302,5
0.0,0.8944723618090452,5
0.0,0.9195979899497487,3
0.0,0.9748743718592965,3
1.0,0.8894472361809045,2
1.0,0.9899497487437185,4
0.0,0.8542713567839196,5
1.0,0.7135678391959799,4
1.0,0.8040201005025126,5
1.0,0.9798994974874372,1
0.0,0.9547738693467337,0
1.0,1.0,4
1.0,0.7738693467336684,5
1.0,0.8090452261306532,5
0.0,0.9949748743718593,4
0.0,0.964824120603015,4
1.0,0.9798994974874372,4
1.0,0.8341708542713567,5
1.0,0.7989949748743719,5
0.0,0.9095477386934674,4
1.0,0.7487437185929648,3
0.0,0.7537688442211056,4
0.0,0.7336683417085427,5
1.0,0.9547738693467337,4
0.0,0.964824120603015,2
0.0,0.8894472361809045,4
1.0,0.7437185929648241,3
0.0,0.8291457286432161,2
0.0,0.7336683417085427,5
1.0,0.7236180904522613,5
0.0,0.8844221105527639,5
0.0,0.8442211055276382,4
1.0,0.9396984924623115,4
1.0,0.9396984924623115,4
0.0,0.9246231155778895,5
0.0,0.7939698492462312,5
1.0,0.7939698492462312,4
1.0,0.9748743718592965,4
0.0,0.7286432160804021,4
1.0,0.914572864321608,5
1.0,0.7738693467336684,2
0.0,0.8442211055276382,5
0.0,0.9396984924623115,2
0.0,0.7939698492462312,5
0.0,0.8391959798994975,4
0.0,0.8592964824120602,5
0.0,0.9195979899497487,5
0.0,0.9547738693467337,5
1.0,0.9748743718592965,3
1.0,0.8592964824120602,5
1.0,0.7989949748743719,5
0.0,0.8492462311557789,2
0.0,0.8391959798994975,4
1.0,0.9045226130653267,5
1.0,0.8190954773869347,5
1.0,0.7035175879396985,5
1.0,0.9899497487437185,4
1.0,0.9748743718592965,3
0.0,0.7035175879396985,5
1.0,0.9798994974874372,3
0.0,0.8442211055276382,3
0.0,0.9849246231155779,0
1.0,0.7035175879396985,3
0.0,0.7537688442211056,3
0.0,0.8442211055276382,5
0.0,0.7788944723618091,5
0.0,0.8994974874371859,4
0.0,0.914572864321608,3
1.0,0.8442211055276382,5
0.0,0.9396984924623115,3
1.0,0.9095477386934674,4
1.0,1.0,2
0.0,0.9246231155778895,2
1.0,0.964824120603015,3
0.0,0.914572864321608,5
0.0,0.864321608040201,4
1.0,0.9095477386934674,2
1.0,0.8844221105527639,4
0.0,0.7839195979899497,5
0.0,0.7587939698492462,3
0.0,0.9447236180904522,2
1.0,0.9396984924623115,4
1.0,0.8743718592964824,5
1.0,0.8391959798994975,5
0.0,0.9849246231155779,4
1.0,0.9899497487437185,4
0.0,0.9296482412060302,4
0.0,0.8542713567839196,4
0.0,0.9095477386934674,3
0.0,0.8341708542713567,5
1.0,0.9447236180904522,3
0.0,0.8140703517587939,3
1.0,0.8894472361809045,4
1.0,0.8140703517587939,4
1.0,0.9045226130653267,2
0.0,0.964824120603015,3
1.0,0.8291457286432161,3
0.0,0.8391959798994975,5
0.0,0.914572864321608,3
0.0,0.8090452261306532,5
1.0,0.7939698492462312,4
1.0,0.7085427135678392,5
1.0,0.7738693467336684,5
1.0,0.8291457286432161,4
0.0,0.7135678391959799,5
1.0,0.7085427135678392,5
1.0,0.7286432160804021,5
1.0,0.7889447236180904,4
0.0,0.8894472361809045,4
0.0,0.8341708542713567,5
1.0,0.9698492462311558,5
1.0,0.9246231155778895,1
1.0,0.8994974874371859,3
0.0,0.7839195979899497,4
1.0,0.914572864321608,4
1.0,0.7286432160804021,5
0.0,0.7537688442211056,4
1.0,0.7286432160804021,5
0.0,0.9849246231155779,4
1.0,0.9597989949748744,3
0.0,0.7437185929648241,4
0.0,0.7537688442211056,4
1.0,0.7437185929648241,5
0.0,0.7688442211055276,5
0.0,0.9849246231155779,5
0.0,0.9296482412060302,0
0.0,0.8592964824120602,5
0.0,0.7185929648241206,5
0.0,0.7135678391959799,5
0.0,0.7085427135678392,5
1.0,0.7989949748743719,5
0.0,0.8693467336683417,2
1.0,0.9195979899497487,5
0.0,0.7638190954773869,4
1.0,0.8944723618090452,5
1.0,0.9447236180904522,0
0.0,0.7788944723618091,5
1.0,0.8341708542713567,3
1.0,0.9447236180904522,4
0.0,0.8592964824120602,5
1.0,0.8994974874371859,5
0.0,0.9346733668341709,4
0.0,0.7688442211055276,2
0.0,0.9246231155778895,3
0.0,0.8894472361809045,3
1.0,0.7286432160804021,4
1.0,0.8542713567839196,3
1.0,0.9095477386934674,5
1.0,0.8291457286432161,5
0.0,0.8743718592964824,2
0.0,0.7336683417085427,5
1.0,0.8944723618090452,3
1.0,0.8341708542713567,2
1.0,0.9597989949748744,1
0.0,0.8894472361809045,5
0.0,0.9195979899497487,0
1.0,0.7587939698492462,5
1.0,0.914572864321608,3
