Weight,Height,Index
0.483071226885698,0.8755665987303276,4
0.41813877604833977,0.908370444518807,2
0.51107539287715,0.8595358880206613,4
0.47058823529411764,0.8823529411764706,3
0.37886737162671996,0.9254301372521521,3
0.4820915081911036,0.8761086062319094,3
0.5305083569983751,0.8476600921604471,5
0.5847128500752494,0.8112232334377335,5
0.4594169331803599,0.8882060708153625,3
0.5204277418289228,0.8539057123212422,4
0.38360202648581343,0.9234863600584398,2
0.44945948128966023,0.8933007190631997,4
0.4655564439540827,0.8850181904869691,3
0.3125424821839664,0.9498840144806822,2
0.3822048737305149,0.9240649478801056,2
0.5731028192838623,0.8194834705647751,5
0.5738123910774477,0.8189867763559935,5
0.6776159690992232,0.7353971757665988,5
0.7095407745314335,0.7046473898794925,5
0.6285411683630263,0.7777631723628815,5
0.5738045840530311,0.8189756336029627,5
0.6976799338292363,0.7164095964823702,5
0.49779603799525307,0.8672941280535852,4
0.6006856099881202,0.7994736535813111,5
0.36296906780681043,0.931801188996588,2
0.3902366479584185,0.9207145912768936,3
0.4472086403070191,0.8944172806140382,3
0.31470054044133466,0.9491774364924127,1
0.6982689713947835,0.7158354863984259,5
0.6472716411031917,0.762247524720206,5
0.6203007881059764,0.784347277522433,5
0.2804100469152336,0.9598651605944535,1
0.31622776601683794,0.9486832980505138,1
0.6335010939402388,0.7737417941254825,5
0.6979247252646611,0.716171123310796,5
0.572588637392906,0.8198428217216609,4
0.5008630713418132,0.8655265355643613,3
0.4856339831113208,0.8741411696003774,4
0.6643638388299198,0.7474093186836597,5
0.40107857330992197,0.9160436550905626,2
0.5655283555515277,0.8247288518459779,4
0.5868785214479701,0.8096749971828477,5
0.33595028303689356,0.9418606149427194,2
0.591139040035352,0.8065541139465396,5
0.5692099788303083,0.8221921916437787,4
0.37999050035623516,0.9249768758671514,2
0.5443608554454551,0.8388511542929964,4
0.5227771235020578,0.8524563905754277,4
0.40823516583025904,0.9128591902593293,3
0.7355364931767524,0.6774678226627983,5
0.6263911083160484,0.7795089347933047,5
0.29332235350987274,0.9560135966247705,1
0.5593782798740294,0.8288969056315164,5
0.5210420865408198,0.8535165608097239,4
0.5093159845862596,0.8605683877491972,4
0.4297461390126379,0.9029497527568909,3
0.4716460523378787,0.8817730543708167,4
0.5807994311747717,0.814033848418184,5
0.3925651982759951,0.9197241788180458,3
0.5240881310968205,0.8516432130323333,5
0.27205842755585197,0.962280734503106,0
0.7120687496931815,0.7021097462009691,5
0.269441487769376,0.9630038359164734,0
0.4003080925606273,0.9163679227291469,2
0.6107972025612509,0.7917741514682882,5
0.661760151169321,0.7497156142994206,5
0.4873661592641371,0.8731977020149124,4
0.3313508834752277,0.943507600404038,2
0.4472135954999579,0.8944271909999159,4
0.5740287575251799,0.8188351394109185,4
0.31622776601683794,0.9486832980505138,2
0.5492655089170762,0.8356347058738424,4
0.49347002975725374,0.8697409274471597,5
0.3846103273136268,0.9230647855527043,2
0.47551703436547405,0.8797065135761271,3
0.6158768369476842,0.7878424472642455,4
0.5332141534820032,0.8459647627358704,4
0.472221412515419,0.8814799700287821,4
0.56969552161906,0.8218558344668407,4
