Height,Weight,Index
0.8755665987303276,0.483071226885698,4
0.908370444518807,0.41813877604833977,2
0.8595358880206613,0.51107539287715,4
0.8823529411764706,0.47058823529411764,3
0.9254301372521521,0.37886737162671996,3
0.8761086062319094,0.4820915081911036,3
0.8476600921604471,0.5305083569983751,5
0.8112232334377335,0.5847128500752494,5
0.8882060708153625,0.4594169331803599,3
0.8539057123212422,0.5204277418289228,4
0.9234863600584398,0.38360202648581343,2
0.8933007190631997,0.44945948128966023,4
0.8850181904869691,0.4655564439540827,3
0.9498840144806822,0.3125424821839664,2
0.9240649478801056,0.3822048737305149,2
0.8194834705647751,0.5731028192838623,5
0.8189867763559935,0.5738123910774477,5
0.7353971757665988,0.6776159690992232,5
0.7046473898794925,0.7095407745314335,5
0.7777631723628815,0.6285411683630263,5
0.8189756336029627,0.5738045840530311,5
0.7164095964823702,0.6976799338292363,5
0.8672941280535852,0.49779603799525307,4
0.7994736535813111,0.6006856099881202,5
0.931801188996588,0.36296906780681043,2
0.9207145912768936,0.3902366479584185,3
0.8944172806140382,0.4472086403070191,3
0.9491774364924127,0.31470054044133466,1
0.7158354863984259,0.6982689713947835,5
0.762247524720206,0.6472716411031917,5
0.784347277522433,0.6203007881059764,5
0.9598651605944535,0.2804100469152336,1
0.9486832980505138,0.31622776601683794,1
0.7737417941254825,0.6335010939402388,5
0.716171123310796,0.6979247252646611,5
0.8198428217216609,0.572588637392906,4
0.8655265355643613,0.5008630713418132,3
0.8741411696003774,0.4856339831113208,4
0.7474093186836597,0.6643638388299198,5
0.9160436550905626,0.40107857330992197,2
0.8247288518459779,0.5655283555515277,4
0.8096749971828477,0.5868785214479701,5
0.9418606149427194,0.33595028303689356,2
0.8065541139465396,0.591139040035352,5
0.8221921916437787,0.5692099788303083,4
0.9249768758671514,0.37999050035623516,2
0.8388511542929964,0.5443608554454551,4
0.8524563905754277,0.5227771235020578,4
0.9128591902593293,0.40823516583025904,3
0.6774678226627983,0.7355364931767524,5
0.7795089347933047,0.6263911083160484,5
0.9560135966247705,0.29332235350987274,1
0.8288969056315164,0.5593782798740294,5
0.8535165608097239,0.5210420865408198,4
0.8605683877491972,0.5093159845862596,4
0.9029497527568909,0.4297461390126379,3
0.8817730543708167,0.4716460523378787,4
0.814033848418184,0.5807994311747717,5
0.9197241788180458,0.3925651982759951,3
0.8516432130323333,0.5240881310968205,5
0.962280734503106,0.27205842755585197,0
0.7021097462009691,0.7120687496931815,5
0.9630038359164734,0.269441487769376,0
0.9163679227291469,0.4003080925606273,2
0.7917741514682882,0.6107972025612509,5
0.7497156142994206,0.661760151169321,5
0.8731977020149124,0.4873661592641371,4
0.943507600404038,0.3313508834752277,2
0.8944271909999159,0.4472135954999579,4
0.8188351394109185,0.5740287575251799,4
0.9486832980505138,0.31622776601683794,2
0.8356347058738424,0.5492655089170762,4
0.8697409274471597,0.49347002975725374,5
0.9230647855527043,0.3846103273136268,2
0.8797065135761271,0.47551703436547405,3
0.7878424472642455,0.6158768369476842,4
0.8459647627358704,0.5332141534820032,4
0.8814799700287821,0.472221412515419,4
0.8218558344668407,0.56969552161906,4
0.9625072829716627,0.27120370956660106,0
0.9094005767622074,0.41588441010466803,3
0.7644333195971198,0.6447027996602215,5
0.8752415354392696,0.48368611169012266,3
0.8443997046876323,0.5356944363072076,4
0.8068535145821909,0.5907320374619612,5
0.9695520467320893,0.2448363754373963,0
0.7786935214603452,0.6274044944337639,5
0.7782325965690896,0.6279531986109206,5
0.8368768792631561,0.5473911663104921,5
0.7974063856023162,0.6034426701855365,5
0.7562495338185155,0.6542833045396145,5
0.8855472253378006,0.4645493641116331,3
0.8679676816511638,0.496620683831336,3
0.9454162438451506,0.32582141737036263,2
0.8559475246080637,0.5170444437987796,4
0.7367942249754484,0.6761170535068821,5
0.8994189820855428,0.43704161805565106,4
0.7549017652156959,0.6558209085311358,5
0.942711256458217,0.3335747522852152,1
0.9670745372626465,0.2544932992796438,0
0.7869978624236226,0.616943047930076,4
0.8262154518213012,0.5633287171508872,5
0.7203957997620569,0.6935487513237194,5
0.8067934505512733,0.5908335875249223,4
0.8080075302163774,0.5891721574494418,4
0.8399088773147516,0.5427103514956857,4
0.7199923078602426,0.6939684895038483,5
0.7183034422131848,0.6957152836530217,5
0.8629130612594373,0.5053524005165766,4
0.9142997165506587,0.40499182075398305,3
0.9061831399952653,0.42288546533112387,4
0.6809876306953109,0.7322949179394781,5
0.815172905558918,0.5792018013181786,4
0.9054589359588684,0.4244338762307196,2
0.8790318556967283,0.4767630403778865,4
0.9267211002494332,0.37569774334436484,3
0.9451902054680313,0.3265202527980472,2
0.8144866618584528,0.5801822796799937,5
0.7999876546067599,0.5999907409550699,5
0.7483469392281404,0.6633075143158518,5
0.8879944092772879,0.45985424766145266,4
0.8375130866184426,0.546398912125401,4
0.8046155777854161,0.5937804798630344,4
0.7546055221635046,0.6561787149247866,5
0.7275237368363601,0.6860825113203649,5
0.8546035741503698,0.5192528045470601,4
0.860211042266964,0.5099189168077364,4
0.8781269116868474,0.4784277656776617,4
0.7695990249657714,0.6385134767573158,5
0.9436494177963713,0.3308900555909354,2
0.7704719917849997,0.6374738503459223,5
0.9365348334652653,0.3505745365912758,2
0.7183822213408705,0.6956486067414759,5
0.8351148361855061,0.5500756406012315,4
0.740919573429223,0.6715937653890618,5
0.7733921049602127,0.6339279548854203,5
0.7728687450196582,0.6345659169635088,5
0.8737231960303418,0.4864026039756542,3
0.7583092636727382,0.6518798933327048,5
0.7885407081587066,0.6149625648533309,5
0.9525549486528351,0.3043666699837461,2
0.891202341240102,0.45360598206831537,4
0.7703147783195647,0.6376494553867509,5
0.7982240052938782,0.6023408138107178,5
0.8708933504876102,0.49143267634658,5
0.84435895267729,0.5357607567749302,4
0.8775406246609613,0.47948095986629846,3
0.6921200822339276,0.7217823714725244,5
0.8934995139798674,0.44904078138475384,3
0.8251867637151823,0.5648599870669402,3
0.9689681151274986,0.24718574365497414,0
0.9374042579819881,0.3481787243933099,3
0.9284766908852593,0.3713906763541037,3
0.7682212795973759,0.6401843996644799,5
0.8130240395727101,0.5822301186617472,5
0.8667493272270447,0.4987440262814838,4
0.9079593845004517,0.4190581774617469,3
0.7241312042226439,0.6896487659263275,5
0.8778955729143844,0.4788521306805733,3
0.8649798275596337,0.5017838778660858,4
0.8953161433249086,0.44540853361389926,2
0.924261426490025,0.3817601544197929,2
0.8850087885525421,0.4655514981448268,3
0.7863183388224226,0.6178215519319036,5
0.8402248549907809,0.5422381331626551,4
0.9183440614881525,0.3957504795363309,2
0.8501522676296113,0.5265147566569751,4
0.827123683747147,0.5620199389563947,5
0.9140610001029057,0.40557673514499787,3
0.9201546356285785,0.3915551640972674,2
0.8087285211802142,0.5881661972219739,4
0.7834897362087067,0.6213884114758709,5
0.7417388758462151,0.670674073369931,5
0.8313971305105594,0.5556786943718535,4
0.7975577775206735,0.603228978936956,4
0.8410307363831536,0.5409873385383529,4
0.8574929257125442,0.5144957554275265,4
0.8874575117471154,0.46088953648745223,3
0.7965319006198699,0.6045965028801422,5
0.8828626540878366,0.4696077947275727,3
0.909595755728801,0.41549435755513137,3
0.8342099094048208,0.5514268892675934,4
0.8579478385924416,0.5137095082930051,4
0.9266785330582892,0.3758196272958617,2
0.8715755371245494,0.490261239632559,3
