Height,Weight,Index
0.125,-0.17857142857142858,4
0.6607142857142857,-0.3392857142857143,2
0.5178571428571429,0.07142857142857142,4
0.875,-0.03571428571428571,3
-0.7678571428571429,-0.8035714285714286,3
0.6607142857142857,-0.03571428571428571,3
-0.8392857142857143,-0.25,5
-0.5892857142857143,0.08928571428571429,5
0.125,-0.2857142857142857,3
-0.05357142857142857,-0.05357142857142857,4
0.875,-0.44642857142857145,2
-0.4107142857142857,-0.4642857142857143,4
0.7678571428571429,-0.08928571428571429,3
-0.5535714285714286,-0.9821428571428571,2
0.7321428571428571,-0.48214285714285715,2
-0.625,0.017857142857142856,5
-0.48214285714285715,0.07142857142857142,5
-1.0892857142857142,0.4107142857142857,5
-0.9464285714285714,0.6964285714285714,5
0.05357142857142857,0.5892857142857143,5
-0.48214285714285715,0.07142857142857142,5
-0.625,0.7678571428571429,5
-0.05357142857142857,-0.16071428571428573,4
0.5178571428571429,0.5892857142857143,5
0.05357142857142857,-0.6964285714285714,2
-0.6964285714285714,-0.75,3
0.6964285714285714,-0.19642857142857142,3
0.5892857142857143,-0.7857142857142857,1
-0.26785714285714285,0.9464285714285714,5
0.30357142857142855,0.8214285714285714,5
-0.625,0.26785714285714285,5
0.26785714285714285,-0.9642857142857143,1
0.875,-0.7321428571428571,1
-0.375,0.44642857142857145,5
-0.48214285714285715,0.8392857142857143,5
0.6607142857142857,0.4642857142857143,4
0.9464285714285714,0.14285714285714285,3
-0.9464285714285714,-0.4642857142857143,4
0.017857142857142856,0.8214285714285714,5
0.5178571428571429,-0.44642857142857145,2
0.16071428571428573,0.25,4
-0.7678571428571429,0.03571428571428571,5
-0.48214285714285715,-0.8928571428571429,2
-0.3392857142857143,0.21428571428571427,5
0.4107142857142857,0.35714285714285715,4
0.5178571428571429,-0.5357142857142857,2
0.625,0.2857142857142857,4
0.375,0.08928571428571429,4
-0.3392857142857143,-0.6071428571428571,3
-1.0892857142857142,0.8214285714285714,5
-0.08928571428571429,0.5178571428571429,5
0.19642857142857142,-0.9285714285714286,1
-0.26785714285714285,0.07142857142857142,5
0.05357142857142857,-0.017857142857142856,4
0.9107142857142857,0.17857142857142858,4
0.5892857142857143,-0.30357142857142855,3
0.05357142857142857,-0.25,4
0.26785714285714285,0.375,5
-0.23214285714285715,-0.6428571428571429,3
-0.9821428571428571,-0.32142857142857145,5
0.7321428571428571,-0.9285714285714286,0
-1.0535714285714286,0.6607142857142857,5
0.8035714285714286,-0.9285714285714286,0
0.6964285714285714,-0.4107142857142857,2
0.16071428571428573,0.5178571428571429,5
0.30357142857142855,0.9285714285714286,5
