Weight,Height,Index
-0.3091170170415485,0.2479387762795916,4
-0.587322332378942,1.164872120508848,2
0.1236468068166194,0.9203565620477129,4
-0.0618234034083097,1.5316454582005503,3
-1.391026576686968,-1.280283464102502,3
-0.0618234034083097,1.164872120508848,3
-0.43276382385816786,-1.4025412433330697,5
0.15455850852077424,-0.9746390160260834,5
-0.4945872272664776,0.2479387762795916,3
-0.09273510511246454,-0.05770567179682715,4
-0.7727925426038712,1.5316454582005503,2
-0.803704244308026,-0.6689945679496646,4
-0.15455850852077424,1.3482587893546991,3
-1.7001435937285165,-0.9135101264107996,2
-0.8346159460121809,1.2871298997394154,2
0.03091170170415485,-1.0357679056413671,5
0.1236468068166194,-0.7912523471802322,5
0.7109691391955615,-1.8304434706400559,5
1.205556366462039,-1.585927912178921,5
1.02008615623711,0.1256809970490241,5
0.1236468068166194,-0.7912523471802322,5
1.3292031732786584,-1.0357679056413671,5
-0.2782053153373936,-0.05770567179682715,4
1.02008615623711,0.9203565620477129,5
-1.205556366462039,0.1256809970490241,2
-1.2982914715745035,-1.1580256848719346,3
-0.34002871874570334,1.2260010101241317,3
-1.3601148749828134,1.0426143412782802,1
1.638320190320207,-0.4244790094885296,5
1.421938278391123,0.5535832243560104,5
0.4636755255623227,-1.0357679056413671,5
-1.6692318920243618,0.4924543347407266,1
-1.2673797698703488,1.5316454582005503,1
0.7727925426038712,-0.6078656783343809,5
1.4528499800952779,-0.7912523471802322,5
0.803704244308026,1.164872120508848,4
0.2472936136332388,1.6539032374311178,3
-0.803704244308026,-1.585927912178921,4
1.421938278391123,0.06455210743374035,5
-0.7727925426038712,0.9203565620477129,2
0.43276382385816786,0.30906766589487533,4
0.0618234034083097,-1.280283464102502,5
-1.5455850852077424,-0.7912523471802322,2
0.37094042044985814,-0.5467367887190971,5
0.618234034083097,0.7369698932018616,4
-0.9273510511246454,0.9203565620477129,2
0.4945872272664776,1.1037432308935642,4
0.15455850852077424,0.6758410035865778,4
-1.0509978579412649,-0.5467367887190971,3
1.421938278391123,-1.8304434706400559,5
0.8964393494204905,-0.11883456141211089,5
-1.607408488616052,0.3701965555101591,1
0.1236468068166194,-0.4244790094885296,5
-0.03091170170415485,0.1256809970490241,4
0.3091170170415485,1.592774347815834,4
-0.5254989289706324,1.0426143412782802,3
-0.43276382385816786,0.1256809970490241,4
0.6491457357872518,0.4924543347407266,5
-1.1128212613495745,-0.3633501198732459,3
-0.5564106306747872,-1.6470568017942047,5
-1.607408488616052,1.2871298997394154,0
1.1437329630537294,-1.7693145810247721,5
-1.607408488616052,1.4093876789699828,0
-0.7109691391955615,1.2260010101241317,2
0.8964393494204905,0.30906766589487533,5
1.607408488616052,0.5535832243560104,5
-0.3091170170415485,0.1256809970490241,4
-1.4528499800952779,-0.11883456141211089,2
-0.7418808408997163,-0.3633501198732459,4
0.9273510511246454,1.4705165685852666,4
-1.7001435937285165,-1.0357679056413671,2
0.34002871874570334,0.4924543347407266,4
-0.803704244308026,-1.7693145810247721,5
