Gender,Height,Index
1.0,0.5762711864406782,4
1.0,0.8305084745762712,2
0.0,0.7627118644067798,4
0.0,0.9322033898305087,3
1.0,0.15254237288135597,3
1.0,0.8305084745762712,3
1.0,0.1186440677966103,5
1.0,0.2372881355932206,5
1.0,0.5762711864406782,3
0.0,0.4915254237288136,4
1.0,0.9322033898305087,2
0.0,0.3220338983050848,4
0.0,0.8813559322033901,3
1.0,0.25423728813559343,2
1.0,0.8644067796610169,2
0.0,0.22033898305084776,5
0.0,0.2881355932203391,5
1.0,0.0,5
1.0,0.06779661016949179,5
1.0,0.5423728813559321,5
1.0,0.2881355932203391,5
0.0,0.22033898305084776,5
0.0,0.4915254237288136,4
1.0,0.7627118644067798,5
0.0,0.5423728813559321,2
0.0,0.18644067796610164,3
1.0,0.847457627118644,3
1.0,0.7966101694915255,1
0.0,0.38983050847457656,5
1.0,0.6610169491525424,5
1.0,0.22033898305084776,5
1.0,0.6440677966101696,1
0.0,0.9322033898305087,1
0.0,0.3389830508474576,5
0.0,0.2881355932203391,5
0.0,0.8305084745762712,4
0.0,0.9661016949152543,3
1.0,0.06779661016949179,4
0.0,0.5254237288135593,5
0.0,0.7627118644067798,2
0.0,0.593220338983051,4
0.0,0.15254237288135597,5
1.0,0.2881355932203391,2
1.0,0.35593220338983045,5
0.0,0.7118644067796609,4
1.0,0.7627118644067798,2
0.0,0.8135593220338984,4
1.0,0.6949152542372881,4
1.0,0.35593220338983045,3
1.0,0.0,5
0.0,0.47457627118644075,5
0.0,0.6101694915254239,1
1.0,0.38983050847457656,5
1.0,0.5423728813559321,4
1.0,0.9491525423728815,4
0.0,0.7966101694915255,3
1.0,0.5423728813559321,4
1.0,0.6440677966101696,5
0.0,0.4067796610169494,3
1.0,0.05084745762711895,5
0.0,0.8644067796610169,0
0.0,0.016949152542372836,5
1.0,0.898305084745763,0
1.0,0.847457627118644,2
1.0,0.593220338983051,5
0.0,0.6610169491525424,5
0.0,0.5423728813559321,4
0.0,0.47457627118644075,2
0.0,0.4067796610169494,4
0.0,0.9152542372881358,4
0.0,0.22033898305084776,2
1.0,0.6440677966101696,4
1.0,0.016949152542372836,5
1.0,0.6779661016949152,2
0.0,0.7627118644067798,3
0.0,0.9661016949152543,4
1.0,0.42372881355932224,4
0.0,0.47457627118644075,4
0.0,0.6101694915254239,4
1.0,0.6949152542372881,0
1.0,0.4067796610169494,3
0.0,0.4406779661016951,5
0.0,0.847457627118644,3
1.0,0.7796610169491527,4
1.0,0.47457627118644075,5
1.0,0.9830508474576272,0
0.0,0.593220338983051,5
1.0,0.08474576271186463,5
0.0,0.3220338983050848,5
0.0,0.7627118644067798,5
0.0,0.6440677966101696,5
0.0,0.7288135593220342,3
0.0,0.9152542372881358,3
1.0,0.6271186440677967,2
1.0,0.9661016949152543,4
0.0,0.5084745762711864,5
1.0,0.03389830508474567,4
1.0,0.3389830508474576,5
1.0,0.9322033898305087,1
0.0,0.847457627118644,0
1.0,1.0,4
1.0,0.2372881355932206,5
1.0,0.35593220338983045,5
0.0,0.9830508474576272,4
0.0,0.8813559322033901,4
1.0,0.9322033898305087,4
1.0,0.4406779661016951,5
1.0,0.3220338983050848,5
0.0,0.6949152542372881,4
1.0,0.15254237288135597,3
0.0,0.1694915254237288,4
0.0,0.10169491525423746,5
1.0,0.847457627118644,4
0.0,0.8813559322033901,2
0.0,0.6271186440677967,4
1.0,0.13559322033898313,3
0.0,0.42372881355932224,2
0.0,0.10169491525423746,5
1.0,0.06779661016949179,5
0.0,0.6101694915254239,5
0.0,0.47457627118644075,4
1.0,0.7966101694915255,4
1.0,0.7966101694915255,4
0.0,0.745762711864407,5
0.0,0.30508474576271194,5
1.0,0.30508474576271194,4
1.0,0.9152542372881358,4
0.0,0.08474576271186463,4
1.0,0.7118644067796609,5
1.0,0.2372881355932206,2
0.0,0.47457627118644075,5
0.0,0.7966101694915255,2
0.0,0.30508474576271194,5
0.0,0.4576271186440679,4
0.0,0.5254237288135593,5
0.0,0.7288135593220342,5
0.0,0.847457627118644,5
1.0,0.9152542372881358,3
1.0,0.5254237288135593,5
1.0,0.3220338983050848,5
0.0,0.4915254237288136,2
0.0,0.4576271186440679,4
1.0,0.6779661016949152,5
1.0,0.38983050847457656,5
1.0,0.0,5
1.0,0.9661016949152543,4
1.0,0.9152542372881358,3
0.0,0.0,5
1.0,0.9322033898305087,3
0.0,0.47457627118644075,3
0.0,0.9491525423728815,0
1.0,0.0,3
0.0,0.1694915254237288,3
0.0,0.47457627118644075,5
0.0,0.25423728813559343,5
0.0,0.6610169491525424,4
0.0,0.7118644067796609,3
1.0,0.47457627118644075,5
0.0,0.7966101694915255,3
1.0,0.6949152542372881,4
1.0,1.0,2
0.0,0.745762711864407,2
1.0,0.8813559322033901,3
0.0,0.7118644067796609,5
0.0,0.5423728813559321,4
1.0,0.6949152542372881,2
1.0,0.6101694915254239,4
0.0,0.27118644067796627,5
0.0,0.18644067796610164,3
0.0,0.8135593220338984,2
1.0,0.7966101694915255,4
1.0,0.5762711864406782,5
1.0,0.4576271186440679,5
0.0,0.9491525423728815,4
1.0,0.9661016949152543,4
0.0,0.7627118644067798,4
0.0,0.5084745762711864,4
0.0,0.6949152542372881,3
0.0,0.4406779661016951,5
1.0,0.8135593220338984,3
0.0,0.3728813559322033,3
1.0,0.6271186440677967,4
1.0,0.3728813559322033,4
1.0,0.6779661016949152,2
0.0,0.8813559322033901,3
1.0,0.42372881355932224,3
0.0,0.4576271186440679,5
0.0,0.7118644067796609,3
0.0,0.35593220338983045,5
1.0,0.30508474576271194,4
1.0,0.016949152542372836,5
1.0,0.2372881355932206,5
1.0,0.42372881355932224,4
0.0,0.03389830508474567,5
1.0,0.016949152542372836,5
1.0,0.08474576271186463,5
1.0,0.2881355932203391,4
0.0,0.6271186440677967,4
0.0,0.4406779661016951,5
1.0,0.898305084745763,5
1.0,0.745762711864407,1
1.0,0.6610169491525424,3
0.0,0.27118644067796627,4
1.0,0.7118644067796609,4
1.0,0.08474576271186463,5
0.0,0.1694915254237288,4
1.0,0.08474576271186463,5
0.0,0.9491525423728815,4
1.0,0.8644067796610169,3
0.0,0.13559322033898313,4
0.0,0.1694915254237288,4
1.0,0.13559322033898313,5
0.0,0.22033898305084776,5
0.0,0.9491525423728815,5
0.0,0.7627118644067798,0
0.0,0.5254237288135593,5
0.0,0.05084745762711895,5
0.0,0.03389830508474567,5
0.0,0.016949152542372836,5
1.0,0.3220338983050848,5
0.0,0.5593220338983054,2
1.0,0.7288135593220342,5
0.0,0.20338983050847448,4
1.0,0.6440677966101696,5
1.0,0.8135593220338984,0
0.0,0.25423728813559343,5
1.0,0.4406779661016951,3
1.0,0.8135593220338984,4
0.0,0.5254237288135593,5
1.0,0.6610169491525424,5
0.0,0.7796610169491527,4
0.0,0.22033898305084776,2
0.0,0.745762711864407,3
0.0,0.6271186440677967,3
1.0,0.08474576271186463,4
1.0,0.5084745762711864,3
1.0,0.6949152542372881,5
1.0,0.42372881355932224,5
0.0,0.5762711864406782,2
0.0,0.10169491525423746,5
1.0,0.6440677966101696,3
1.0,0.4406779661016951,2
1.0,0.8644067796610169,1
0.0,0.6271186440677967,5
0.0,0.7288135593220342,0
1.0,0.18644067796610164,5
1.0,0.7118644067796609,3
0.0,0.03389830508474567,5
0.0,0.8135593220338984,3
1.0,0.35593220338983045,4
1.0,0.22033898305084776,3
1.0,0.0,5
1.0,0.4915254237288136,5
0.0,0.3728813559322033,5
1.0,0.7288135593220342,5
0.0,0.3728813559322033,2
0.0,0.5423728813559321,4
0.0,0.1694915254237288,5
0.0,0.4915254237288136,5
0.0,0.745762711864407,4
1.0,0.3220338983050848,5
1.0,0.38983050847457656,5
1.0,0.27118644067796627,5
0.0,0.2881355932203391,2
1.0,0.1186440677966103,4
1.0,0.016949152542372836,5
1.0,0.5593220338983054,5
1.0,0.2372881355932206,5
1.0,0.47457627118644075,5
1.0,0.47457627118644075,1
1.0,0.08474576271186463,5
1.0,0.20338983050847448,5
0.0,0.7966101694915255,4
0.0,0.38983050847457656,0
1.0,0.6440677966101696,3
0.0,0.7966101694915255,3
0.0,0.6610169491525424,4
1.0,0.847457627118644,2
1.0,0.5423728813559321,3
1.0,0.8135593220338984,1
1.0,0.898305084745763,1
0.0,0.1186440677966103,5
0.0,0.1186440677966103,5
1.0,0.4406779661016951,4
0.0,0.8813559322033901,4
1.0,0.6949152542372881,4
1.0,0.1694915254237288,4
1.0,0.6440677966101696,5
0.0,0.27118644067796627,2
1.0,0.15254237288135597,5
1.0,0.27118644067796627,4
1.0,0.7288135593220342,3
0.0,0.3728813559322033,3
0.0,0.42372881355932224,4
0.0,0.47457627118644075,5
1.0,0.3389830508474576,5
0.0,0.4915254237288136,2
0.0,0.0,4
0.0,0.7966101694915255,3
1.0,0.18644067796610164,4
0.0,0.7796610169491527,5
1.0,0.7118644067796609,4
1.0,0.8135593220338984,2
1.0,0.6610169491525424,4
0.0,0.27118644067796627,5
1.0,0.8135593220338984,4
1.0,0.7288135593220342,5
1.0,0.06779661016949179,5
1.0,0.9491525423728815,1
1.0,0.5254237288135593,5
1.0,0.5254237288135593,5
0.0,0.6779661016949152,5
1.0,0.8644067796610169,5
0.0,0.6610169491525424,2
0.0,0.6779661016949152,2
0.0,0.2372881355932206,5
1.0,0.8135593220338984,3
1.0,0.03389830508474567,5
1.0,0.5084745762711864,4
1.0,0.20338983050847448,5
0.0,0.847457627118644,4
0.0,0.6949152542372881,4
1.0,0.22033898305084776,5
1.0,0.7966101694915255,5
0.0,0.06779661016949179,4
0.0,0.13559322033898313,2
0.0,1.0,2
0.0,0.4576271186440679,4
0.0,0.4067796610169494,3
0.0,0.7627118644067798,3
0.0,0.4067796610169494,5
1.0,0.03389830508474567,4
1.0,0.42372881355932224,2
0.0,0.5423728813559321,2
0.0,0.2881355932203391,2
1.0,0.25423728813559343,2
0.0,0.4576271186440679,5
0.0,0.4067796610169494,5
0.0,0.8305084745762712,4
0.0,0.35593220338983045,5
0.0,0.25423728813559343,3
0.0,0.5254237288135593,4
0.0,0.2372881355932206,4
1.0,0.6610169491525424,3
1.0,0.5084745762711864,4
0.0,0.745762711864407,4
0.0,0.8644067796610169,2
1.0,0.3728813559322033,2
1.0,0.6440677966101696,5
0.0,0.2881355932203391,2
1.0,0.745762711864407,2
1.0,0.9661016949152543,2
0.0,0.3389830508474576,2
1.0,0.745762711864407,5
1.0,0.847457627118644,0
1.0,0.5762711864406782,3
0.0,0.8305084745762712,4
0.0,0.7796610169491527,5
0.0,0.6779661016949152,1
0.0,0.7796610169491527,4
0.0,0.898305084745763,1
1.0,0.35593220338983045,4
0.0,0.18644067796610164,5
0.0,0.9322033898305087,4
0.0,0.745762711864407,5
1.0,0.016949152542372836,5
0.0,0.7627118644067798,3
0.0,0.7796610169491527,4
1.0,0.03389830508474567,5
0.0,0.1186440677966103,4
1.0,0.18644067796610164,3
0.0,0.3389830508474576,5
1.0,0.7627118644067798,1
0.0,0.38983050847457656,2
1.0,0.5762711864406782,4
0.0,0.1694915254237288,5
1.0,0.03389830508474567,5
1.0,0.6440677966101696,5
0.0,0.2372881355932206,5
1.0,0.6101694915254239,3
1.0,0.3220338983050848,5
1.0,0.8644067796610169,1
1.0,0.6271186440677967,4
1.0,0.18644067796610164,5
0.0,0.7118644067796609,5
0.0,0.9661016949152543,2
1.0,0.10169491525423746,5
0.0,0.3389830508474576,4
0.0,0.2881355932203391,3
0.0,0.1694915254237288,2
0.0,0.4576271186440679,2
0.0,0.6779661016949152,2
0.0,0.7288135593220342,2
0.0,0.7288135593220342,3
0.0,0.20338983050847448,5
0.0,0.4067796610169494,3
1.0,0.7966101694915255,3
1.0,0.4915254237288136,5
0.0,0.15254237288135597,3
1.0,0.38983050847457656,5
0.0,0.9322033898305087,3
1.0,0.5762711864406782,4
1.0,0.7118644067796609,2
1.0,0.4915254237288136,4
1.0,0.898305084745763,4
1.0,0.13559322033898313,5
1.0,0.7796610169491527,2
1.0,0.42372881355932224,5
0.0,0.10169491525423746,5
0.0,0.4406779661016951,5
1.0,0.6610169491525424,1
0.0,0.6271186440677967,4
1.0,0.6949152542372881,5
0.0,0.35593220338983045,5
0.0,0.2881355932203391,5
0.0,0.4915254237288136,4
0.0,0.20338983050847448,5
0.0,0.3728813559322033,2
1.0,0.3728813559322033,5
0.0,0.6271186440677967,2
0.0,0.9322033898305087,1
1.0,0.0,5
0.0,0.7796610169491527,5
0.0,0.6440677966101696,4
1.0,0.5762711864406782,1
0.0,0.6779661016949152,1
1.0,0.8135593220338984,4
0.0,0.7966101694915255,4
0.0,0.22033898305084776,4
0.0,0.42372881355932224,4
0.0,0.6440677966101696,2
0.0,0.38983050847457656,5
0.0,0.1694915254237288,5
1.0,0.6610169491525424,4
1.0,0.42372881355932224,2
1.0,0.47457627118644075,5
0.0,0.22033898305084776,5
1.0,0.745762711864407,5
1.0,0.8135593220338984,1
0.0,0.4406779661016951,5
0.0,0.5423728813559321,4
1.0,0.7118644067796609,2
1.0,0.05084745762711895,5
1.0,0.20338983050847448,5
0.0,0.7796610169491527,4
1.0,0.3220338983050848,5
1.0,0.10169491525423746,4
0.0,0.6101694915254239,4
0.0,0.10169491525423746,5
1.0,0.3220338983050848,5
1.0,0.3728813559322033,5
0.0,0.5423728813559321,4
0.0,0.4915254237288136,5
1.0,0.7118644067796609,0
0.0,0.7288135593220342,2
1.0,0.6101694915254239,2
0.0,0.8135593220338984,4
0.0,0.593220338983051,2
1.0,0.2372881355932206,4
0.0,0.745762711864407,5
1.0,0.6610169491525424,4
1.0,0.20338983050847448,5
1.0,0.6610169491525424,1
0.0,0.08474576271186463,5
0.0,0.6949152542372881,2
1.0,0.30508474576271194,5
0.0,0.8135593220338984,3
1.0,0.08474576271186463,5
1.0,0.35593220338983045,5
1.0,0.9830508474576272,3
1.0,0.1186440677966103,5
1.0,0.2372881355932206,5
0.0,0.6440677966101696,2
1.0,0.9322033898305087,5
0.0,0.4576271186440679,3
1.0,0.7288135593220342,4
0.0,0.4067796610169494,5
1.0,0.4576271186440679,2
0.0,0.18644067796610164,2
0.0,0.1186440677966103,5
0.0,0.25423728813559343,5
0.0,0.5423728813559321,4
0.0,0.03389830508474567,5
1.0,0.10169491525423746,4
0.0,0.8135593220338984,4
1.0,0.5593220338983054,4
0.0,0.3389830508474576,5
1.0,0.7966101694915255,2
1.0,0.9830508474576272,4
0.0,0.6610169491525424,5
0.0,0.4067796610169494,2
0.0,0.10169491525423746,5
0.0,0.9830508474576272,0
0.0,0.5084745762711864,1
1.0,0.20338983050847448,5
0.0,0.1694915254237288,5
0.0,0.745762711864407,4
0.0,0.016949152542372836,5
1.0,0.1694915254237288,5
1.0,0.5593220338983054,5
